5/30/1974,,,,,2,,,,,,,,,,,1,,,1,1,,,,,1,,,1,,,,1,,,,8,1,,,,,,,,,,2,,,,,,,,,,,,1,1,,,,,,1,,,,2,,,,,,,,,,,,,,,,,1,
2/5/1972,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
10/10/2013,6,2,8,1,12,1,,6,4,6,2,2,2,2,7,14,1,6,31,1,,5,1,3,,26,2,1,2,3,,5,,4,,24,,,3,1,2,3,11,2,1,,8,13,,,22,2,1,2,2,6,2,3,,1,,,36,3,3,16,,24,,6,1,3,6,6,,,1,15,2,20,1,,2,8,,2,6,3
1/2/1994,,,,,1,2,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,3,,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,,1,
8/17/2015,2,2,21,4,23,84,3,95,13,28,2,7,19,5,8,17,,49,73,7,2,10,6,2,14,267,16,9,16,18,8,8,6,7,6,97,16,1,13,3,6,6,20,6,18,3,26,22,2,9,120,2,7,,20,16,35,25,17,5,8,6,71,,12,89,4,92,4,41,1,16,3,3,3,21,16,9,,32,2,6,8,53,5,5,40,49
8/31/1966,,,,,3,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,1,,2,,,,,,,,,,,,1,,1,,,,,,
10/8/1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
2/20/2016,1,,3,1,10,15,,2,7,7,,2,3,5,2,6,,12,34,2,,6,2,,2,21,1,,,1,,3,1,3,2,24,1,1,2,1,2,,1,2,,,9,9,,,18,1,2,5,1,5,3,3,,6,,1,47,,8,18,,34,,5,2,4,2,1,,3,1,,,14,,,1,3,1,1,2,3
6/7/1996,2,,6,1,1,4,1,4,1,5,1,,,1,,2,,1,14,1,,2,1,,,18,2,,3,2,1,,,3,2,1,2,,3,,,2,,2,,2,2,2,,3,,,,2,,1,3,,6,,,,7,,,4,2,8,2,,,,,,,,,1,,,1,,1,1,1,,4,
5/18/1966,,,,,,,,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,
5/22/1968,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/1995,,,,,1,,2,2,,8,,,,,,,,2,2,,,,,,,2,,,,,1,,1,,,,,,,,1,1,,3,,,,,,,,,,,,2,,1,,1,1,,,,,,,6,,1,,,,,,1,,,2,,,,,1,,,3,
9/25/1972,2,,3,,8,8,,6,4,,,,,14,,2,,2,9,3,,,,1,,2,,2,,1,3,2,,,,32,2,,,,1,,1,,1,1,6,9,,,,,,,1,6,3,8,,2,,,,,1,10,,26,,8,,,,,,1,,,,3,,5,8,2,,,33,1
2/3/1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
9/13/2014,,1,12,2,4,14,2,3,1,1,,1,1,2,4,3,,14,17,1,,5,4,,,19,1,,1,,,2,2,1,1,8,3,1,,2,1,,3,2,,2,4,4,1,,19,,4,2,1,6,2,1,2,1,,1,46,1,3,10,1,21,,13,3,3,2,2,1,,,1,1,17,,,1,1,,,4,3
9/19/1993,,,4,1,3,,,1,,,,,,,,,,,,,,,,,,7,,,,1,2,1,,,,2,1,,2,,,,14,,,,1,,,,,,,,,1,1,,,1,,,,,,3,2,5,,2,,,,,,,,,,,1,1,,,,,3,
3/29/1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
9/4/1952,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,
10/2/1991,26,3,60,4,11,25,1,22,4,4,4,1,3,2,29,22,,10,25,,,4,1,18,1,9,6,3,4,2,8,1,2,5,6,18,9,,10,9,3,2,15,11,,4,6,11,1,,,,15,,10,14,9,8,6,7,10,3,50,2,4,15,1,30,,8,,7,5,15,4,2,3,4,4,5,5,3,4,1,7,1,15,5
3/4/1974,,,1,,5,1,,,,,,,,,,1,,,3,,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,3,,,,,,,,1,5,,1,,,,,,,,,,,,,,,,,,2,3,
5/8/1992,,,3,2,1,3,,7,,,,2,,,2,,,4,14,1,,1,1,,,12,,1,,,,,,1,,3,,,1,,1,,,,44,,,1,,1,,,,,2,2,1,,1,1,,,94,,1,4,1,15,,2,1,1,1,,2,,1,,,,,1,,1,2,,7,
8/3/1992,,2,17,4,7,19,,4,2,1,1,1,1,4,7,10,,1,5,,,1,,,,37,5,,1,,7,1,4,,2,17,,,3,,2,4,9,3,7,1,3,4,1,,,,,,3,15,,2,2,5,1,1,,4,2,9,,25,,6,,1,,,4,1,3,2,1,8,,8,1,6,2,1,9,5
3/25/1994,3,1,29,,9,9,2,13,2,,16,2,,2,4,1,,2,55,5,,6,4,1,,19,3,,1,17,,1,1,1,,4,36,,1,,,1,4,3,2,3,3,,,,,1,,,,5,4,3,2,10,2,,12,2,,5,1,49,,3,,2,9,,5,,4,13,,22,1,4,4,5,5,,3,3
7/7/1991,,,,,,,,2,,,,,,,3,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,6,1,,,,,,1,,1,,,,,,,,,,,,,,,,,3,
7/20/2016,4,,27,6,31,51,6,20,6,37,15,,4,6,56,13,,32,93,3,2,10,3,1,4,199,3,4,22,3,22,14,3,10,14,45,6,,5,2,10,2,26,16,3,2,18,20,12,7,80,1,5,15,5,25,14,9,19,11,,4,341,1,17,62,,90,,64,2,10,4,4,3,13,3,,2,49,2,7,8,17,17,3,42,9
3/19/2015,,,10,2,27,32,,3,5,3,,1,4,2,7,26,,15,32,,,4,,,3,59,,,2,,2,7,,9,1,36,11,1,3,,4,3,3,4,6,,6,4,9,7,20,1,2,,2,9,2,,12,5,,3,44,1,5,19,,22,1,9,2,9,4,3,,1,,2,,13,4,3,5,3,2,2,5,15
1/25/1995,1,1,8,,8,1,,21,1,1,,,,,1,4,,1,12,2,1,2,,1,,4,,1,1,8,2,,,2,,,1,,2,,,3,6,2,,,3,3,,,,2,,,1,6,,,,,2,,17,,2,2,,12,,4,,2,,,,1,4,,,10,1,1,2,1,1,,6,1
3/28/2014,3,12,11,4,16,21,5,16,3,8,2,5,3,1,6,5,3,12,46,1,,26,2,,2,106,8,1,3,3,2,2,8,10,3,31,1,3,2,1,5,1,10,4,4,,9,8,1,3,121,6,2,1,6,8,8,3,13,4,,1,81,,3,22,,38,1,10,7,33,,1,1,7,2,1,2,22,3,13,9,8,,2,12,13
8/23/1994,1,1,5,,5,10,,8,,,,1,1,2,,,1,3,2,,,7,,1,,7,,,4,1,,2,,1,2,,,2,1,,,,6,,,2,1,4,,,,,,,3,3,1,,3,1,3,,1,,1,3,1,4,,2,1,,1,,,,1,,,8,1,,,3,4,,13,
1/8/1973,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
6/26/1973,,,,,1,1,,1,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
11/23/1996,,,,,1,,,1,,2,,,,,,,,1,4,,,2,,,,3,1,,1,,,,,,,,,,1,,,,1,,,,,,2,,,2,,,2,,,,,,,,15,,,2,,5,1,2,,2,,,,,,,,,,,,,,,1,
6/9/2014,7,1,13,5,13,60,2,14,1,12,2,7,6,2,7,11,,15,22,1,,5,3,1,2,140,2,4,3,7,9,1,3,5,2,35,24,4,4,2,2,1,16,3,2,2,10,8,2,2,110,2,1,1,16,5,11,,3,3,3,2,41,12,4,37,5,39,2,12,,4,2,,2,2,6,,1,22,1,2,6,36,10,3,30,20
9/25/1996,3,3,8,4,5,27,9,33,6,9,1,,,2,25,15,1,13,50,3,1,10,,3,4,29,6,4,8,1,7,7,16,3,9,28,14,1,6,3,2,2,15,12,53,,4,11,,,,7,3,,6,22,,12,3,5,2,6,78,5,,11,6,61,3,5,1,8,9,,2,1,11,2,2,41,1,16,14,1,9,5,27,8
3/3/1996,,,,,2,1,,5,,12,,,,,,,,3,2,,,4,,,,9,1,,,1,,,,,,,,,1,,,1,3,1,,,1,,,,,1,,,4,1,,,,1,1,,,,1,5,1,8,,1,,,,,,,2,1,,,3,,,,,,4,
3/14/1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/1968,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2015,,,4,2,1,2,,1,1,4,,,1,,2,2,,3,2,,,,2,,2,24,,,1,,,,,,,15,2,,1,1,,,6,1,,,2,2,3,1,19,,,1,1,4,1,1,3,,,1,14,1,2,3,,3,,6,,2,,1,,,2,,1,6,1,,,1,1,,,2
1/29/1945,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2014,2,1,12,2,4,12,,7,2,17,1,,1,2,2,15,1,12,19,3,,1,3,2,3,53,1,,15,3,7,2,3,,3,30,3,1,2,,2,2,18,2,2,,6,3,3,1,49,,5,2,4,3,5,4,3,1,2,10,26,7,8,19,,14,,3,3,8,1,,1,4,5,2,,16,,4,4,3,6,6,6,4
6/12/1973,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
1/15/1993,,,1,,,1,,2,,,,,,,,3,,,1,,,,,,,3,,,,,1,,,,,,,,,1,,,2,,,,,2,,,,,,,2,3,,,1,,,,17,,,,,3,,1,,2,,,,,2,,,,,,3,1,,,2,2
10/21/1994,1,,6,,,13,,6,1,,,,,1,1,,,3,10,,1,,1,,,5,,,,,,,,1,,,4,,4,,,,,,6,,2,,,,,2,,,2,4,,,,,,,11,,,4,2,4,,2,,2,1,25,1,1,1,,,3,,,1,,,,2,
9/25/1973,,,1,,4,4,,2,1,,,,,,,,,,2,1,,,,2,2,1,,,,,4,1,1,,2,2,5,,,,,,,,,2,2,,,,,,,,,,1,,,36,,,,,,1,,1,,,,,,,,,,,,1,,,3,,1,5,,
10/8/1954,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/1995,1,1,5,3,4,2,1,12,1,18,1,,,1,3,1,,1,3,1,,4,1,,,3,,,3,,3,,11,,,4,10,,16,,1,,2,,1,,,3,,,,1,4,,6,,,,5,4,,,57,,6,1,1,14,,1,,3,,,,,,,1,51,,1,5,1,1,2,3,
1/22/1972,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,
11/16/2015,18,1,6,28,38,31,,10,3,16,,,4,1,3,14,3,8,37,,,6,3,,6,62,1,,1,1,2,5,3,3,1,48,2,1,7,6,1,,23,3,1,2,19,8,1,1,2227,2,4,1,18,12,13,6,,5,1,2,58,1,7,30,4,40,4,6,5,9,5,1,5,1,3,,,24,1,1,9,7,1,2,12,28
3/1/1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/1953,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/1967,1,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,
4/12/1993,1,,3,1,4,,,2,10,1,,1,,,,1,,,1,,,,,,,17,3,,,,2,,,,,,,,,,,6,1,,14,,,1,,,,,,,,6,1,2,,,,,,2,,1,,3,,4,,,,,,,,,,,,1,2,,,,5,1
11/30/2014,,,,1,,,2,,1,1,,,,2,2,1,,1,3,,,,,,1,14,1,,,1,,2,1,1,,4,,,1,,,,2,,,,3,1,,,5,,,,,2,1,1,,,,,2,,3,5,,2,,2,1,,,1,,,,,,2,1,,,1,,2,1,1
8/9/1993,,2,9,1,10,48,1,3,1,25,,1,1,3,3,4,,,1,2,1,1,1,1,3,2,,,,1,1,,,,1,4,,,,,,,2,,1,1,2,12,,,,1,,,,3,4,12,,5,5,,14,,,7,2,65,,3,,2,,,10,,,,,1,,,2,1,,,11,15
12/14/1967,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
11/4/1993,2,1,3,,1,19,,5,,,,1,,2,1,,,,1,,,,1,,,1,,,1,,,,1,,1,1,1,,1,,,,5,2,,,4,23,1,,,2,29,,,2,,,3,1,1,,,,2,7,1,,,1,,3,1,,,,,2,,,,,3,,,,2,
11/30/1991,,,2,2,,,,1,,,,,,,,,,2,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,3,,,,,,,,,1,,1,1,,2,,,,,,,,,,,,,,1,,,2,
7/2/2014,35,4,18,7,30,58,3,10,,44,1,4,7,1,9,7,2,37,43,3,1,7,2,1,13,256,4,3,39,,12,6,2,7,6,52,4,,2,1,2,3,50,8,3,1,35,22,,5,128,6,5,1,8,16,9,12,11,4,3,5,74,2,11,98,2,56,1,22,4,12,,1,1,5,2,1,1,39,4,6,4,13,13,1,40,28
6/28/1968,,,,,2,1,,,,,,,,,,1,,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,1,
11/21/2015,1,1,10,1,,18,3,2,,3,,,3,,2,2,,17,22,,,2,4,1,2,26,1,,,,,2,6,2,1,13,,,,,2,1,6,3,,1,3,2,1,1,10,1,2,1,2,15,2,,1,2,,,37,2,1,20,,19,,8,,4,4,,2,1,,,,15,,4,3,3,,,1,3
8/13/1953,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/1974,1,,1,,2,,,4,1,,,,,,,2,,,4,,,,,2,,1,,1,,,2,,,2,3,8,,,,,,,,2,,,1,,,,,,,,,1,,,,,,,,,2,2,,3,,3,,,,,,,,,,,,1,,,,,3,
6/23/1992,,,8,2,1,5,,4,1,48,1,1,,,5,1,,2,6,,,1,,,,14,,1,1,,,8,,1,,21,7,,1,,,3,1,,,,2,6,1,,,,6,,1,3,,,1,2,8,,,,2,5,,12,,3,,3,,,,,,,,1,,5,1,18,3,,2,3
12/3/1973,,,,,,,,1,,,,,,,,,,,3,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2016,,,3,1,1,5,,2,,3,1,,3,2,1,,,4,3,,,,1,,2,13,,,,1,,1,1,1,1,3,1,,,,,,1,,1,1,2,3,,2,7,2,,1,,1,1,,,,,2,3,1,,9,1,5,,5,1,,1,,,,3,,,1,,,,3,,,1,1
10/4/1995,6,3,43,2,17,72,1,26,11,5,1,1,2,,9,33,,4,11,,,11,1,4,2,20,7,4,1,5,2,2,,10,1,7,3,,2,,1,2,7,1,12,10,6,8,,2,,2,,2,9,10,1,7,11,11,6,1,44,,6,8,,21,2,2,,7,2,,3,,5,18,,18,5,4,2,4,3,1,19,1
4/27/1996,,,,,3,,,2,,2,,,,,,,1,,,,,1,,,,7,,1,,,1,,,,,,,,,1,,1,1,,,,,,,,,2,,,1,3,,,,,1,,,,,2,,3,,,,1,1,,,,1,,,,,1,,,,,2,
7/7/1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1
7/14/1972,,,,,,,,3,,,,,,4,,,,,5,,,,,1,,,,,,2,2,,,,,1,,,,2,2,,1,1,1,,2,4,,,,2,,,,2,,1,,1,,,,,,2,,7,,2,,,,,,1,,,,2,,1,2,,1,,3,2
8/31/1967,,,,,,1,,,,,,,,,,,,,,114,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,6,,,,,,,,,,,,,,,,,,1,,,1,
5/5/1994,8,,5,,1,12,,6,,,,,,,,,,,75,,,1,,2,,9,,,,,1,,,1,1,11,,,5,,1,1,3,1,,,1,,,,,1,3,,,7,14,,2,,,,,,,2,,5,,1,,,,,,,,1,,,2,1,5,,1,,6,
11/27/1994,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,3,
8/17/1991,,,5,1,,,,3,3,,2,,,,1,,,2,,,,,,,,3,,,,,,1,,1,,,2,,1,,2,,1,,,1,1,,,,,,,,2,1,,1,1,,,,,1,,,,8,,2,,,1,,,1,4,,,,2,1,1,,,,3,
10/9/1972,,,,,1,13,,,,,,,,,,,,,34,,,5,,,,2,,,,,4,,,,,51,,,,,2,,,1,,,,8,,,,,,,,,1,4,,,,,,,,2,,567,,,,,,,,,,,,5,,2,,,,,1,1
3/10/1992,1,2,22,5,7,15,1,23,5,42,1,1,2,3,6,7,,3,10,3,3,8,1,,4,7,4,,2,10,19,5,,7,,18,7,,2,2,2,1,5,4,2,2,1,2,26,,,4,2,1,8,7,8,11,3,6,5,8,102,1,2,20,2,40,,12,3,4,5,,2,1,4,2,1,54,4,10,13,5,2,,45,4
7/7/2016,,2,24,1,34,29,5,34,9,14,,2,6,2,9,14,,34,52,1,,6,3,1,9,217,6,3,11,,1,5,7,14,7,64,7,4,11,1,3,3,37,3,3,5,21,28,1,3,87,3,7,,18,10,14,9,10,4,1,7,68,2,10,37,7,48,2,13,3,6,7,1,4,12,10,1,,30,2,7,11,14,16,3,4,19
8/5/1995,,,4,,4,,2,11,1,16,1,1,,,,,,1,3,,,,,,,2,,,3,,1,,,,1,,,,,,1,2,4,,,,,,,,,,,,3,4,,,1,,,,6,,2,,,22,,,,1,1,,,,3,,,,,,2,,3,1,2,
9/9/2015,14,2,16,6,17,44,11,45,26,40,1,3,4,6,26,18,,36,62,2,6,18,3,7,9,187,18,2,10,3,1,3,8,4,8,60,10,,11,4,7,1,28,5,35,11,9,16,3,17,356,43,10,3,40,18,12,7,6,3,,9,197,,24,93,2,59,,59,2,10,6,4,2,30,,1,2,34,1,19,,15,15,5,16,25
2/26/1994,1,,,,,,,4,,,,1,,,2,,,1,1,,,,1,,,3,,,,,1,,1,,,,,,1,,,,3,,,,,,,,,,,,2,1,,,2,1,,,,,,2,1,2,,,,1,,,,,,,2,,,,1,,1,,3,
1/20/2016,6,,18,2,5,65,1,172,71,22,1,,4,1,5,8,3,25,48,,3,15,10,,,75,3,,4,3,9,7,4,3,5,29,5,,7,3,4,,15,33,17,1,14,45,10,3,230,25,3,,79,21,8,9,3,8,6,2,64,12,3,57,,52,,25,5,6,1,11,,14,5,12,,23,,5,2,7,6,4,4,8
12/9/1966,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
7/14/1995,5,1,3,,7,3,,6,1,4,,,,2,,4,,3,12,1,,2,,,,7,1,1,13,,3,,,,,,,,1,,1,3,5,,,,4,2,,,,,,5,4,4,,,11,,1,,53,,1,2,,6,,1,,,,,,,,,1,,,1,,2,,1,9,
1/11/1994,1,,3,,15,2,,1,,1,,,1,1,1,,,4,17,1,,7,,1,,3,,,,4,,1,,,1,15,,,5,,,1,3,,22,,,4,,,,1,,,,3,,,2,3,,,19,,,1,,1,,1,,,,,,,,1,,,,4,1,,,,2,
4/10/2014,,1,7,2,13,5,,7,1,10,,,4,3,7,6,,9,22,,,4,1,,3,70,3,2,1,1,3,5,2,3,1,32,1,,,1,2,1,11,3,1,,13,6,,,18,1,3,,4,8,3,1,,2,2,,38,1,2,17,,25,,9,,3,3,5,1,1,3,1,,16,,,2,6,1,2,10,5
2/12/1968,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/1993,5,,9,,4,3,,3,1,,,,,1,1,,,4,5,,,,,,,1,,,1,,2,6,1,,,1,,,1,,,,12,,,,3,1,,,,,,,,4,,,1,2,,1,12,,1,3,,2,1,,,1,1,,1,,,,,,1,3,1,2,,,,
7/4/1996,,,,,1,,3,2,,1,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,11,2,1,,,,,,,,,,1,,,,1,,1,,,,,1,,3,,,,,1,,,,,,,,,,,,,,,
11/23/1971,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,3,2
3/24/2015,,2,10,2,70,29,,23,2,11,2,,3,,37,10,2,13,27,3,,6,1,,8,87,,2,3,2,12,3,,3,3,28,1,6,4,,1,12,7,2,13,,10,16,,1,142,2,,2,11,13,5,4,4,2,3,9,52,1,9,39,,27,1,9,2,7,1,1,2,4,3,4,2,18,3,2,9,31,10,2,31,5
9/23/1991,13,2,15,,33,34,1,6,5,15,5,,3,1,5,,3,9,50,3,,4,2,1,1,6,14,4,,11,5,6,1,3,3,7,4,,,1,,,9,3,,2,10,25,,,,7,,,3,5,5,4,5,2,10,1,102,14,8,15,2,21,,6,,,1,,,2,,4,1,18,8,1,4,2,9,2,23,2
9/13/1966,,,,,1,,,1,,,,,,,,11,,,7,,,,,,,72,,,,3,1,,,,,1,1,,,,,,,1,1,,1,1,,,,,,,,1,5,,,1,,,,,,5,,2,,1,,,,,,,,,,1,,,,2,,,1,1
1/15/1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1/3/1996,,,7,,1,9,,24,,1,,,,,,,,3,35,,,2,,2,,1,,,,1,2,,2,3,1,1,,,,,1,3,2,1,,1,2,,3,,,1,,4,,2,,1,,2,1,6,30,,2,6,,4,,1,,,,,,,1,1,,,1,,2,,1,,4,
9/8/2014,1,,16,3,22,88,2,29,5,22,,2,6,4,17,6,5,26,25,1,,6,,,4,239,3,5,1,10,2,5,6,2,2,33,14,,8,1,2,,24,,2,3,33,7,1,2,363,1,4,4,21,17,15,11,8,13,1,5,78,11,6,17,1,37,1,23,3,6,2,3,2,2,14,3,1,16,2,4,1,25,10,4,36,18
2/1/1974,,,2,,2,,,,,,,,,,,1,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,7,,,,1,,2,,,,,,,,,,1,,,,,1,,1,15
10/16/1993,1,,2,,,,,,2,,,,,,9,,,,2,,,,,1,,2,,,,,1,,,,,,,,,,1,,,1,,,,1,,,,,,,,2,,,,,,,,,,2,,5,,,,4,,,,,1,1,,,,,2,2,,,2,
2/18/1972,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,3,1,1,,,,2,,,,,1,,,2,,,,1,,,,1,,,2,,,1,,3,,,,,,2,,1,,,,,,,,,,,,2,,,,,,,1,
7/19/1973,,,2,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,1,,,,,,,,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,2,1,
