,date,Adams,Allen,Ashland,Ashtabula,Athens,Auglaize,Belmont,Brown,Butler,Carroll,Champaign,Clark,Clermont,Clinton,Columbiana,Coshocton,Crawford,Cuyahoga,Darke,Defiance,Delaware,Erie,Fairfield,Fayette,Franklin,Fulton,Gallia,Geauga,Greene,Guernsey,Hamilton,Hancock,Hardin,Harrison,Henry,Highland,Hocking,Holmes,Huron,Jackson,Jefferson,Knox,Lake,Lawrence,Licking,Logan,Lorain,Lucas,Madison,Mahoning,Marion,Medina,Meigs,Mercer,Miami,Monroe,Montgomery,Morgan,Morrow,Muskingum,Noble,Ottawa,Paulding,Perry,Pickaway,Pike,Portage,Preble,Putnum,Richland,Ross,Sandusky,Scioto,Seneca,Shelby,Stark,Summit,Trumbull,Tuscarawas,Union,Van Wert,Vinton,Warren,Washington,Wayne,Williams,Wood,Wyandot
0,1/4/2017,2.0,19.0,1.0,2.0,2.0,2.0,4.0,0.0,52.0,1.0,4.0,8.0,31.0,3.0,6.0,0.0,3.0,72,7.0,0.0,17.0,2.0,20.0,1.0,24.0,1.0,0.0,3.0,12.0,0.0,42.0,6.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,3.0,6.0,3.0,10.0,2.0,49.0,5.0,8.0,11.0,1.0,8.0,0.0,6.0,0.0,2.0,17.0,0.0,34.0,0.0,1.0,2.0,0.0,3.0,1.0,5.0,10.0,2.0,10.0,2.0,3.0,5.0,3.0,0.0,9.0,4.0,20.0,28.0,29.0,14.0,1.0,2.0,3.0,0.0,16.0,0.0,4.0,9.0,5.0,3.0
1,3/18/2019,10.0,17.0,4.0,3.0,3.0,9.0,9.0,0.0,143.0,3.0,3.0,12.0,22.0,5.0,7.0,10.0,12.0,172,5.0,2.0,24.0,4.0,15.0,1.0,48.0,2.0,2.0,4.0,17.0,1.0,46.0,5.0,2.0,3.0,1.0,9.0,2.0,1.0,18.0,1.0,3.0,11.0,26.0,12.0,20.0,5.0,30.0,17.0,4.0,16.0,7.0,17.0,1.0,7.0,14.0,2.0,40.0,0.0,8.0,22.0,0.0,4.0,1.0,2.0,8.0,4.0,31.0,1.0,2.0,6.0,16.0,2.0,5.0,3.0,8.0,28.0,31.0,26.0,13.0,4.0,0.0,1.0,26.0,3.0,9.0,6.0,16.0,1.0
2,5/20/2018,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,21,0.0,0.0,4.0,0.0,3.0,0.0,13.0,1.0,0.0,3.0,2.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,5.0,6.0,1.0,2.0,0.0,1.0,6.0,0.0,3.0,0.0,4.0,0.0
3,12/19/2018,0.0,3.0,8.0,2.0,3.0,0.0,2.0,2.0,101.0,0.0,2.0,12.0,17.0,5.0,6.0,0.0,2.0,116,7.0,3.0,15.0,1.0,27.0,0.0,24.0,2.0,4.0,8.0,13.0,1.0,34.0,7.0,1.0,0.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,3.0,23.0,16.0,15.0,19.0,3.0,8.0,2.0,6.0,0.0,4.0,8.0,0.0,24.0,0.0,5.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,10.0,8.0,1.0,7.0,1.0,5.0,0.0,5.0,1.0,43.0,17.0,18.0,7.0,7.0,1.0,0.0,21.0,0.0,9.0,6.0,17.0,4.0
4,2/20/2018,4.0,6.0,0.0,1.0,10.0,3.0,1.0,1.0,12.0,6.0,2.0,5.0,17.0,2.0,10.0,0.0,17.0,131,5.0,1.0,24.0,6.0,20.0,5.0,177.0,10.0,0.0,5.0,12.0,1.0,62.0,10.0,4.0,1.0,3.0,4.0,2.0,2.0,259.0,5.0,8.0,17.0,4.0,14.0,24.0,7.0,33.0,31.0,2.0,22.0,3.0,5.0,0.0,3.0,6.0,1.0,27.0,2.0,6.0,1.0,0.0,4.0,2.0,1.0,6.0,4.0,11.0,2.0,3.0,11.0,6.0,1.0,7.0,5.0,10.0,32.0,21.0,24.0,3.0,7.0,8.0,2.0,17.0,0.0,7.0,1.0,11.0,0.0
5,11/2/2017,0.0,2.0,0.0,2.0,7.0,1.0,2.0,4.0,20.0,0.0,5.0,4.0,25.0,2.0,1.0,0.0,2.0,148,1.0,3.0,13.0,0.0,13.0,0.0,51.0,0.0,0.0,8.0,9.0,1.0,47.0,5.0,1.0,0.0,4.0,4.0,0.0,2.0,6.0,2.0,9.0,2.0,8.0,1.0,10.0,4.0,15.0,29.0,0.0,10.0,2.0,35.0,0.0,4.0,12.0,0.0,43.0,1.0,2.0,7.0,0.0,3.0,0.0,6.0,4.0,2.0,8.0,2.0,4.0,2.0,4.0,0.0,3.0,1.0,2.0,32.0,28.0,20.0,3.0,5.0,0.0,0.0,20.0,1.0,6.0,0.0,9.0,0.0
6,7/22/2017,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,2.0,1.0,3.0,13.0,0.0,1.0,0.0,2.0,24,1.0,3.0,5.0,1.0,6.0,0.0,13.0,0.0,0.0,2.0,10.0,0.0,39.0,8.0,3.0,0.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,14.0,4.0,0.0,2.0,7.0,1.0,1.0,5.0,0.0,23.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,11.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,14.0,20.0,12.0,3.0,2.0,1.0,0.0,7.0,1.0,1.0,0.0,2.0,0.0
7,1/29/2018,2.0,6.0,0.0,2.0,1.0,1.0,3.0,2.0,43.0,4.0,3.0,3.0,25.0,4.0,2.0,1.0,8.0,39,8.0,1.0,21.0,0.0,6.0,0.0,85.0,2.0,3.0,10.0,9.0,2.0,52.0,9.0,2.0,4.0,1.0,5.0,0.0,2.0,5.0,4.0,0.0,12.0,18.0,8.0,32.0,15.0,64.0,33.0,4.0,6.0,6.0,12.0,8.0,3.0,7.0,1.0,24.0,0.0,1.0,17.0,1.0,3.0,3.0,1.0,3.0,0.0,12.0,3.0,5.0,28.0,14.0,3.0,7.0,5.0,6.0,35.0,35.0,23.0,4.0,0.0,2.0,1.0,17.0,0.0,15.0,0.0,39.0,2.0
8,12/5/2016,0.0,8.0,1.0,1.0,0.0,0.0,9.0,0.0,40.0,10.0,0.0,13.0,14.0,1.0,9.0,13.0,5.0,22,10.0,2.0,11.0,1.0,21.0,5.0,301.0,1.0,0.0,4.0,5.0,0.0,59.0,4.0,3.0,10.0,0.0,2.0,0.0,0.0,3.0,4.0,4.0,3.0,26.0,8.0,10.0,0.0,25.0,11.0,4.0,22.0,3.0,15.0,1.0,4.0,30.0,3.0,19.0,22.0,1.0,15.0,0.0,2.0,0.0,7.0,3.0,3.0,7.0,0.0,2.0,21.0,17.0,44.0,14.0,2.0,20.0,46.0,20.0,15.0,1.0,5.0,0.0,0.0,41.0,0.0,6.0,0.0,2.0,4.0
9,8/13/2017,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,37,0.0,1.0,11.0,0.0,7.0,0.0,13.0,0.0,0.0,3.0,7.0,1.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0
10,1/2/2019,5.0,16.0,2.0,19.0,1.0,2.0,15.0,9.0,21.0,3.0,4.0,9.0,27.0,5.0,12.0,7.0,6.0,143,11.0,1.0,19.0,6.0,35.0,0.0,15.0,6.0,0.0,2.0,11.0,0.0,81.0,8.0,0.0,2.0,3.0,8.0,2.0,3.0,6.0,2.0,2.0,9.0,32.0,5.0,19.0,0.0,18.0,16.0,3.0,4.0,0.0,6.0,12.0,4.0,7.0,0.0,33.0,0.0,2.0,5.0,1.0,5.0,3.0,5.0,3.0,7.0,10.0,1.0,2.0,28.0,4.0,8.0,3.0,4.0,0.0,39.0,38.0,25.0,8.0,4.0,0.0,0.0,21.0,4.0,8.0,0.0,16.0,0.0
11,11/8/2017,0.0,2.0,2.0,0.0,5.0,2.0,3.0,0.0,26.0,0.0,6.0,8.0,20.0,11.0,7.0,1.0,5.0,109,1.0,3.0,23.0,2.0,11.0,3.0,170.0,2.0,0.0,9.0,9.0,1.0,41.0,7.0,0.0,1.0,3.0,4.0,5.0,1.0,21.0,3.0,55.0,1.0,20.0,2.0,5.0,0.0,13.0,23.0,3.0,12.0,2.0,27.0,0.0,3.0,2.0,0.0,161.0,0.0,6.0,4.0,0.0,7.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,19.0,2.0,0.0,2.0,67.0,0.0,49.0,36.0,15.0,8.0,4.0,1.0,0.0,25.0,0.0,7.0,2.0,7.0,2.0
12,5/14/2018,0.0,0.0,2.0,1.0,12.0,3.0,1.0,5.0,75.0,0.0,5.0,6.0,21.0,4.0,16.0,0.0,14.0,241,7.0,5.0,27.0,1.0,18.0,0.0,15.0,4.0,0.0,23.0,9.0,0.0,68.0,1.0,3.0,0.0,0.0,7.0,2.0,1.0,14.0,4.0,3.0,20.0,21.0,4.0,5.0,4.0,55.0,14.0,0.0,21.0,0.0,9.0,1.0,7.0,7.0,0.0,89.0,0.0,3.0,21.0,0.0,4.0,1.0,1.0,1.0,0.0,48.0,2.0,1.0,6.0,2.0,0.0,6.0,1.0,1.0,409.0,218.0,25.0,6.0,6.0,0.0,0.0,20.0,1.0,10.0,3.0,25.0,5.0
13,4/17/2019,0.0,3.0,10.0,1.0,0.0,1.0,1.0,3.0,66.0,3.0,2.0,15.0,16.0,10.0,8.0,1.0,2.0,95,3.0,5.0,20.0,2.0,12.0,0.0,26.0,10.0,1.0,2.0,13.0,1.0,45.0,12.0,2.0,1.0,1.0,4.0,0.0,0.0,8.0,2.0,3.0,1.0,10.0,5.0,4.0,3.0,43.0,16.0,5.0,5.0,3.0,20.0,0.0,9.0,10.0,1.0,34.0,0.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,11.0,2.0,1.0,9.0,2.0,3.0,4.0,1.0,1.0,47.0,22.0,25.0,4.0,7.0,0.0,0.0,23.0,1.0,7.0,1.0,24.0,1.0
14,1/1/2020,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,3.0,158,0.0,0.0,5.0,1.0,3.0,0.0,12.0,0.0,0.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,5.0,3.0,0.0,10.0,7.0,7.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,1.0,1.0
15,8/3/2019,0.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,22.0,2.0,1.0,9.0,32.0,2.0,2.0,1.0,1.0,53,0.0,4.0,16.0,0.0,8.0,1.0,108.0,1.0,0.0,3.0,18.0,1.0,63.0,11.0,5.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,6.0,0.0,6.0,2.0,5.0,18.0,6.0,8.0,7.0,10.0,0.0,5.0,13.0,0.0,32.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,8.0,1.0,2.0,4.0,1.0,0.0,83.0,46.0,30.0,3.0,5.0,1.0,0.0,23.0,0.0,10.0,1.0,13.0,0.0
16,7/25/2020,1.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,37.0,1.0,3.0,9.0,34.0,3.0,3.0,0.0,2.0,93,2.0,2.0,15.0,4.0,29.0,0.0,117.0,1.0,3.0,7.0,26.0,3.0,62.0,7.0,3.0,0.0,3.0,5.0,2.0,6.0,4.0,2.0,8.0,5.0,18.0,2.0,14.0,0.0,16.0,17.0,4.0,17.0,5.0,16.0,0.0,2.0,10.0,0.0,43.0,0.0,2.0,9.0,0.0,1.0,2.0,4.0,4.0,1.0,16.0,2.0,4.0,11.0,9.0,2.0,3.0,3.0,1.0,59.0,26.0,31.0,7.0,6.0,1.0,0.0,28.0,2.0,20.0,0.0,25.0,0.0
17,2/25/2020,0.0,6.0,20.0,5.0,9.0,4.0,5.0,1.0,32.0,2.0,2.0,19.0,45.0,5.0,14.0,1.0,7.0,250,8.0,5.0,39.0,2.0,19.0,2.0,69.0,5.0,2.0,2.0,24.0,2.0,100.0,12.0,4.0,0.0,1.0,7.0,5.0,1.0,12.0,3.0,8.0,5.0,10.0,0.0,7.0,1.0,20.0,35.0,2.0,30.0,2.0,32.0,1.0,6.0,15.0,0.0,57.0,1.0,2.0,5.0,0.0,5.0,0.0,3.0,5.0,0.0,16.0,2.0,2.0,40.0,11.0,1.0,4.0,0.0,3.0,71.0,36.0,26.0,9.0,7.0,0.0,0.0,42.0,1.0,12.0,2.0,29.0,1.0
18,6/27/2019,0.0,5.0,1.0,16.0,6.0,7.0,2.0,6.0,37.0,0.0,7.0,20.0,27.0,4.0,12.0,1.0,4.0,255,0.0,3.0,18.0,2.0,26.0,2.0,203.0,4.0,2.0,3.0,35.0,1.0,83.0,9.0,4.0,1.0,3.0,3.0,0.0,2.0,3.0,3.0,10.0,1.0,14.0,0.0,9.0,2.0,16.0,51.0,4.0,32.0,5.0,11.0,0.0,5.0,22.0,0.0,43.0,2.0,5.0,2.0,1.0,2.0,0.0,1.0,7.0,6.0,20.0,1.0,1.0,18.0,5.0,2.0,3.0,4.0,2.0,39.0,31.0,22.0,4.0,6.0,0.0,1.0,38.0,3.0,12.0,2.0,16.0,1.0
19,5/26/2020,1.0,3.0,4.0,41.0,7.0,4.0,6.0,4.0,70.0,0.0,3.0,26.0,53.0,5.0,4.0,0.0,8.0,163,4.0,2.0,19.0,21.0,35.0,2.0,57.0,2.0,25.0,7.0,24.0,8.0,104.0,19.0,2.0,0.0,3.0,5.0,2.0,8.0,9.0,5.0,9.0,0.0,21.0,2.0,11.0,21.0,32.0,36.0,6.0,30.0,3.0,16.0,1.0,10.0,18.0,0.0,57.0,0.0,13.0,8.0,4.0,3.0,4.0,0.0,8.0,0.0,23.0,7.0,3.0,86.0,2.0,49.0,5.0,8.0,1.0,77.0,39.0,34.0,18.0,6.0,0.0,0.0,48.0,2.0,10.0,6.0,28.0,0.0
20,10/10/2019,2.0,3.0,10.0,2.0,1.0,3.0,3.0,3.0,21.0,4.0,5.0,10.0,23.0,5.0,5.0,1.0,3.0,96,3.0,3.0,23.0,1.0,20.0,1.0,36.0,5.0,1.0,4.0,17.0,0.0,62.0,6.0,1.0,0.0,4.0,4.0,4.0,2.0,13.0,1.0,3.0,3.0,16.0,7.0,11.0,3.0,22.0,22.0,1.0,13.0,3.0,14.0,1.0,15.0,7.0,0.0,48.0,2.0,8.0,5.0,1.0,8.0,2.0,1.0,3.0,2.0,17.0,2.0,1.0,13.0,5.0,0.0,5.0,3.0,1.0,59.0,35.0,21.0,12.0,3.0,1.0,1.0,36.0,2.0,12.0,2.0,12.0,0.0
21,9/8/2020,9.0,40.0,23.0,64.0,35.0,25.0,23.0,12.0,529.0,17.0,14.0,67.0,148.0,33.0,22.0,18.0,50.0,1637,34.0,19.0,149.0,44.0,152.0,20.0,488.0,17.0,11.0,89.0,85.0,27.0,342.0,41.0,16.0,12.0,24.0,28.0,18.0,19.0,113.0,9.0,35.0,51.0,167.0,28.0,61.0,22.0,229.0,185.0,25.0,98.0,31.0,167.0,16.0,50.0,41.0,4.0,233.0,3.0,20.0,53.0,4.0,38.0,4.0,16.0,38.0,14.0,140.0,19.0,20.0,118.0,38.0,34.0,18.0,23.0,11.0,360.0,274.0,131.0,40.0,40.0,8.0,6.0,153.0,27.0,93.0,7.0,131.0,4.0
22,3/5/2018,5.0,21.0,4.0,3.0,3.0,5.0,5.0,7.0,95.0,6.0,2.0,12.0,40.0,6.0,8.0,1.0,10.0,67,0.0,2.0,52.0,20.0,17.0,1.0,106.0,8.0,1.0,9.0,9.0,8.0,84.0,16.0,2.0,1.0,3.0,5.0,1.0,3.0,5.0,1.0,5.0,7.0,9.0,22.0,32.0,5.0,75.0,35.0,32.0,25.0,4.0,15.0,0.0,42.0,10.0,2.0,49.0,3.0,8.0,19.0,3.0,6.0,1.0,2.0,8.0,4.0,20.0,2.0,7.0,28.0,20.0,2.0,5.0,11.0,16.0,43.0,48.0,61.0,11.0,9.0,6.0,0.0,22.0,1.0,66.0,2.0,25.0,0.0
23,5/6/2017,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,19.0,0.0,1.0,5.0,5.0,4.0,3.0,0.0,3.0,29,0.0,0.0,10.0,2.0,6.0,0.0,18.0,2.0,1.0,1.0,6.0,0.0,22.0,6.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,5.0,17.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,16.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,10.0,16.0,5.0,1.0,3.0,0.0,1.0,12.0,0.0,2.0,4.0,1.0,0.0
24,9/27/2018,2.0,14.0,26.0,4.0,24.0,13.0,8.0,6.0,54.0,4.0,6.0,25.0,74.0,3.0,15.0,5.0,16.0,587,8.0,10.0,66.0,7.0,68.0,7.0,430.0,4.0,15.0,24.0,65.0,21.0,240.0,24.0,2.0,0.0,16.0,7.0,6.0,4.0,10.0,2.0,9.0,22.0,49.0,7.0,62.0,8.0,131.0,76.0,9.0,41.0,11.0,53.0,0.0,16.0,24.0,0.0,139.0,2.0,7.0,6.0,5.0,10.0,5.0,5.0,18.0,7.0,68.0,19.0,10.0,49.0,35.0,10.0,9.0,20.0,6.0,149.0,199.0,57.0,14.0,11.0,14.0,0.0,78.0,3.0,46.0,3.0,73.0,0.0
25,3/14/2017,2.0,11.0,0.0,2.0,2.0,6.0,0.0,5.0,29.0,0.0,4.0,9.0,22.0,7.0,11.0,3.0,18.0,89,8.0,1.0,25.0,11.0,14.0,2.0,34.0,1.0,0.0,20.0,26.0,2.0,46.0,3.0,3.0,0.0,0.0,5.0,1.0,1.0,7.0,1.0,3.0,4.0,8.0,5.0,6.0,0.0,18.0,26.0,7.0,18.0,2.0,9.0,0.0,7.0,4.0,0.0,29.0,1.0,2.0,5.0,1.0,0.0,3.0,2.0,5.0,0.0,9.0,1.0,4.0,22.0,17.0,16.0,2.0,2.0,8.0,51.0,33.0,13.0,1.0,11.0,5.0,2.0,17.0,1.0,4.0,2.0,2.0,1.0
26,10/6/2017,6.0,16.0,6.0,14.0,9.0,5.0,4.0,5.0,43.0,6.0,4.0,13.0,30.0,4.0,5.0,9.0,10.0,163,3.0,3.0,44.0,10.0,43.0,32.0,128.0,4.0,1.0,10.0,32.0,11.0,128.0,12.0,3.0,2.0,6.0,11.0,6.0,5.0,17.0,3.0,13.0,10.0,17.0,24.0,18.0,4.0,26.0,56.0,3.0,39.0,6.0,53.0,1.0,14.0,12.0,3.0,102.0,1.0,8.0,6.0,4.0,7.0,3.0,8.0,13.0,7.0,40.0,0.0,5.0,25.0,2.0,14.0,6.0,3.0,4.0,70.0,98.0,37.0,14.0,10.0,7.0,0.0,53.0,23.0,67.0,2.0,48.0,2.0
27,8/19/2018,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,19.0,0.0,1.0,2.0,11.0,1.0,1.0,0.0,0.0,39,1.0,1.0,8.0,2.0,3.0,1.0,26.0,1.0,0.0,2.0,3.0,1.0,22.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,0.0,15.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,0.0,8.0,4.0,26.0,7.0,13.0,1.0,3.0,0.0,0.0,16.0,0.0,3.0,0.0,5.0,0.0
28,3/13/2019,0.0,1.0,1.0,21.0,4.0,3.0,2.0,1.0,25.0,0.0,5.0,6.0,29.0,2.0,4.0,0.0,5.0,136,0.0,4.0,17.0,16.0,19.0,1.0,83.0,0.0,1.0,4.0,24.0,3.0,29.0,8.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,7.0,2.0,7.0,1.0,7.0,5.0,12.0,42.0,1.0,23.0,5.0,20.0,0.0,2.0,6.0,0.0,38.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,9.0,3.0,3.0,14.0,0.0,10.0,6.0,5.0,0.0,28.0,38.0,23.0,2.0,4.0,1.0,0.0,21.0,3.0,11.0,5.0,2.0,0.0
29,6/15/2019,0.0,4.0,2.0,0.0,1.0,2.0,0.0,1.0,15.0,1.0,2.0,5.0,16.0,2.0,2.0,0.0,2.0,33,1.0,1.0,8.0,1.0,6.0,0.0,25.0,3.0,1.0,4.0,28.0,0.0,51.0,3.0,2.0,0.0,0.0,6.0,2.0,3.0,0.0,6.0,3.0,1.0,3.0,0.0,6.0,3.0,7.0,6.0,2.0,7.0,8.0,7.0,0.0,3.0,8.0,0.0,35.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,0.0,10.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,0.0,28.0,27.0,8.0,4.0,5.0,0.0,0.0,21.0,0.0,3.0,1.0,10.0,0.0
30,11/15/2019,0.0,0.0,0.0,0.0,4.0,5.0,6.0,1.0,8.0,0.0,3.0,6.0,36.0,3.0,11.0,0.0,1.0,74,1.0,3.0,27.0,0.0,16.0,0.0,4.0,4.0,0.0,6.0,14.0,0.0,82.0,3.0,2.0,31.0,4.0,5.0,2.0,3.0,4.0,0.0,8.0,0.0,10.0,2.0,2.0,1.0,16.0,42.0,1.0,5.0,4.0,5.0,0.0,7.0,14.0,2.0,41.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,11.0,4.0,3.0,6.0,5.0,1.0,4.0,5.0,1.0,34.0,33.0,16.0,6.0,0.0,0.0,0.0,23.0,0.0,15.0,2.0,5.0,0.0
31,4/12/2020,1.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,24.0,1.0,0.0,3.0,20.0,0.0,3.0,0.0,3.0,102,0.0,0.0,7.0,4.0,10.0,0.0,32.0,0.0,0.0,4.0,3.0,2.0,15.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,11.0,0.0,6.0,1.0,4.0,5.0,1.0,7.0,2.0,11.0,1.0,2.0,5.0,0.0,7.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,24.0,20.0,2.0,0.0,8.0,1.0,0.0,7.0,1.0,7.0,1.0,12.0,0.0
32,9/12/2020,1.0,13.0,4.0,13.0,2.0,13.0,6.0,9.0,175.0,3.0,12.0,24.0,119.0,7.0,15.0,3.0,11.0,273,8.0,9.0,53.0,13.0,66.0,2.0,642.0,6.0,5.0,15.0,46.0,6.0,312.0,25.0,2.0,2.0,10.0,12.0,7.0,10.0,10.0,7.0,5.0,10.0,43.0,3.0,36.0,6.0,48.0,113.0,14.0,44.0,11.0,58.0,2.0,12.0,28.0,2.0,102.0,3.0,11.0,20.0,1.0,6.0,5.0,4.0,20.0,1.0,30.0,7.0,2.0,46.0,20.0,5.0,11.0,6.0,10.0,134.0,153.0,79.0,22.0,16.0,8.0,0.0,80.0,6.0,27.0,8.0,42.0,1.0
33,8/29/2020,2.0,14.0,14.0,14.0,12.0,8.0,12.0,8.0,73.0,1.0,8.0,24.0,86.0,4.0,15.0,2.0,7.0,267,1.0,4.0,40.0,10.0,58.0,5.0,335.0,5.0,1.0,23.0,39.0,3.0,149.0,14.0,7.0,2.0,8.0,6.0,4.0,8.0,17.0,1.0,9.0,7.0,36.0,6.0,34.0,2.0,35.0,66.0,3.0,46.0,12.0,37.0,3.0,6.0,20.0,4.0,120.0,0.0,9.0,10.0,0.0,7.0,3.0,4.0,18.0,4.0,37.0,8.0,3.0,40.0,12.0,6.0,6.0,7.0,3.0,126.0,96.0,66.0,22.0,12.0,5.0,0.0,51.0,7.0,35.0,7.0,44.0,1.0
34,6/1/2020,40.0,4.0,2.0,10.0,6.0,7.0,19.0,7.0,70.0,12.0,4.0,11.0,50.0,10.0,3.0,4.0,21.0,219,2.0,5.0,46.0,4.0,34.0,1.0,96.0,6.0,0.0,15.0,24.0,11.0,94.0,15.0,4.0,3.0,4.0,6.0,3.0,3.0,12.0,9.0,11.0,7.0,25.0,9.0,71.0,6.0,41.0,38.0,5.0,26.0,5.0,50.0,1.0,7.0,15.0,1.0,77.0,0.0,5.0,35.0,0.0,6.0,4.0,27.0,7.0,42.0,15.0,5.0,4.0,25.0,5.0,3.0,6.0,72.0,1.0,101.0,114.0,53.0,16.0,24.0,3.0,3.0,59.0,2.0,17.0,6.0,48.0,2.0
35,6/29/2019,0.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,12.0,0.0,2.0,6.0,21.0,2.0,3.0,1.0,3.0,39,0.0,5.0,7.0,1.0,8.0,0.0,21.0,2.0,2.0,3.0,23.0,3.0,32.0,5.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,8.0,0.0,1.0,2.0,8.0,8.0,1.0,5.0,5.0,2.0,0.0,2.0,9.0,0.0,37.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,9.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,0.0,27.0,24.0,18.0,1.0,5.0,0.0,2.0,20.0,1.0,7.0,1.0,13.0,1.0
36,9/26/2019,0.0,6.0,8.0,7.0,15.0,3.0,29.0,19.0,51.0,2.0,5.0,20.0,45.0,10.0,13.0,2.0,7.0,503,0.0,3.0,59.0,15.0,65.0,5.0,204.0,7.0,0.0,12.0,39.0,10.0,126.0,14.0,2.0,2.0,5.0,9.0,3.0,1.0,6.0,3.0,3.0,10.0,20.0,19.0,27.0,2.0,65.0,99.0,10.0,21.0,6.0,39.0,3.0,4.0,19.0,0.0,77.0,0.0,16.0,9.0,2.0,4.0,2.0,7.0,6.0,2.0,38.0,6.0,3.0,90.0,8.0,6.0,12.0,8.0,3.0,84.0,75.0,30.0,8.0,10.0,9.0,0.0,62.0,20.0,55.0,5.0,35.0,0.0
